Hash64	MaskedHash	Namespace	Candidate	MatchKind	Confidence	Ambiguous	Contexts	Occurrences	Files	Provenance
2655d1ea12df67b6	2655d1ea12df67b6	typed_lua	extra_message_index	exact64	generated_exact	false	table_key	3	global/sha1_1bd4a4f883c2ddf5.lua	key:field
265b0dcc5c055a36	265b0dcc5c055a36	iw_resource	lua_menu_mp/open_title	exact64	generated_exact	false	function_argument	1	global/sha1_ef12107b2ff26e6e.lua	literal:external_1_Sourcecode
265e23a93f52244b	265e23a93f52244b	typed_lua	loadoutdata	exact64	generated_exact	false	table_key	3	global/sha1_f53fac153372ab7d.lua	target_local:global/sha1_f53fac153372ab7d.lua
266175000e1543ff	266175000e1543ff	typed_lua	horzbloom	exact64	generated_exact	false	table_key;unknown_numeric	4	global/Luafile_3813dd86da06134.lua	literal:external_1_Sourcecode
266817b2c906bc47	266817b2c906bc47	typed_lua	screaminggreen	exact64	generated_exact	false	table_key	3	global/sha1_3cca2d4b8e4f2c77.lua	token:external_1_Sourcecode
2670d675b1bd2f08	2670d675b1bd2f08	typed_lua	for_showcase	exact64	generated_exact	false	table_key;table_value	16	global/sha1_0db0e3fab48d003b.lua;global/sha1_10877888f86391e9.lua;global/sha1_830cfc456470ec51.lua;global/sha1_e07c0c81416767f6.lua;global/sha1_ec0c2c197287e47c.lua	target_local:global/sha1_ec0c2c197287e47c.lua
2671dacd8829747f	2671dacd8829747f	typed_lua	variantc	exact64	generated_exact	false	table_key	6	global/sha1_706e7fee8df91702.lua	literal:external_1_Sourcecode
2671dccd882977e5	2671dccd882977e5	typed_lua	varianta	exact64	generated_exact	false	table_key	2	global/sha1_706e7fee8df91702.lua	literal:external_1_Sourcecode
26736dd020fa964a	26736dd020fa964a	typed_lua	finishedentrytransmissions	exact64	generated_exact	false	table_key	1	global/sha1_026f1db5fec0069a.lua	target_local:global/sha1_026f1db5fec0069a.lua
26779b7a3991ae97	26779b7a3991ae97	typed_lua	platform_friends_only	exact64	generated_exact	false	table_key	4	global/sha1_486077fb175e9b38.lua	token:external_1_Sourcecode
267a79cd4f3f6c83	267a79cd4f3f6c83	typed_lua	hiddenlootpreviewimages	exact64	generated_exact	false	table_key	1	global/sha1_026f1db5fec0069a.lua	target_local:global/sha1_026f1db5fec0069a.lua
267b71f53dd5ca6f	267b71f53dd5ca6f	typed_lua	restart_upsell_popmenu	exact64	generated_exact	false	function_argument	1	global/sha1_acec1d2268e243fd.lua	target_local:global/sha1_acec1d2268e243fd.lua
268643968ef0ff30	268643968ef0ff30	typed_lua	stealthwarning	exact64	generated_exact	false	table_key	1	global/sha1_3cca2d4b8e4f2c77.lua	composition:token_pair
268782a57a8ba818	268782a57a8ba818	typed_lua	prestigeiconlarge	exact64	generated_exact	false	table_key	1	global/Luafile_3c8f96b6ef2171e.lua	key:learned_prefix
26924a34c1ce6831	26924a34c1ce6831	typed_lua	isvisible	exact64	generated_exact	false	table_key;table_value	7	global/sha1_0c1dd059411cd343.lua;global/sha1_411410c112c44078.lua;global/sha1_9a50b028379d8cdc.lua;global/sha1_c5ab09fc4328389f.lua;global/sha1_ec0c2c197287e47c.lua	target_local:global/sha1_411410c112c44078.lua
2693d8ca8b564013	2693d8ca8b564013	typed_lua	interactable_color	exact64	generated_exact	false	table_key;table_value	2	global/sha1_c2a7595013a7f271.lua	key:learned_suffix
26a09939c4b4f266	26a09939c4b4f266	typed_lua	arenapurplelight	exact64	generated_exact	false	table_key	2	global/sha1_3cca2d4b8e4f2c77.lua	token:external_1_Sourcecode
26a4ab3b35607f0f	26a4ab3b35607f0f	typed_lua	hideftuetips	exact64	generated_exact	false	table_key	1	global/sha1_4f7046326cf1206d.lua	index:global/bo7.csv
26a4c90337eec619	26a4c90337eec619	typed_lua	charms	exact64	generated_exact	false	table_key;table_value	113	global/sha1_90be2aa01bd23594.lua;global/sha1_94fcc6d051268efb.lua	index_component:global/bo6.csv
26a6c7378809a39c	26a6c7378809a39c	typed_lua	isboss	exact64	generated_exact	false	table_key;table_value	12	global/sha1_9a50b028379d8cdc.lua;global/sha1_c5ab09fc4328389f.lua	index:global/bo6.csv
26aa053bc7d49e6a	26aa053bc7d49e6a	typed_lua	slot_trigger	exact64	generated_exact	false	table_key;table_value	4	global/sha1_4f7e1bc1936bee46.lua;global/sha1_b79ba8112da599c3.lua	composition:token_pair
26aa606156233ecf	26aa606156233ecf	typed_lua	silvergrout	exact64	generated_exact	false	table_key	2	global/sha1_3cca2d4b8e4f2c77.lua;global/sha1_462428b4f135e8df.lua	composition:token_pair
26abcfcc1d4a947d	26abcfcc1d4a947d	typed_lua	socialrecentstab	exact64	generated_exact	false	function_argument;member_id;require_arg1;table_value	5	global/sha1_1addd65ca26fcc58.lua;global/sha1_486077fb175e9b38.lua;global/sha1_6c64dad7a70abffa.lua	target_local:global/sha1_1addd65ca26fcc58.lua
26b10dac48206762	26b10dac48206762	typed_lua	default_entitlement	exact64	generated_exact	false	table_key	3	global/sha1_411410c112c44078.lua;global/sha1_926e0b1b35659eff.lua;global/sha1_dc5989577599a8f2.lua	composition:token_pair
26b2b8734cb599ec	26b2b8734cb599ec	typed_lua	tunableplus	exact64	generated_exact	false	table_key;unknown_numeric	2	global/sha1_ba9ccf25086c2392.lua	literal:external_1_Sourcecode
26b43378bb9cdb17	26b43378bb9cdb17	iw_resource	lua_menu/remove_favorite_prompt	exact64	generated_exact	false	unknown_numeric	1	global/Luafile_94b5b373cc381db.lua	source:global/sha1_ec0c2c197287e47c.lua
26b91c0cb7a40b2d	26b91c0cb7a40b2d	typed_lua	greendot_lime	exact64	generated_exact	false	registered_type;require_arg1	3	global/Luafile_6ee3d4edbce5f73.lua	literal:external_1_Sourcecode
26c21884c41cbd52	26c21884c41cbd52	typed_lua	gethpsuffix	exact64	generated_exact	false	table_key	2	global/sha1_59ab1dddc20842ba.lua	key:verb
26c2ce6e09fdbaed	26c2ce6e09fdbaed	iw_resource	ui.generated.widgets.ingame.gunscreens.gunscreenrankedwinswz	exact64	generated_exact	false	require_arg0	1	global/sha1_6c64dad7a70abffa.lua	literal:external_1_Sourcecode
26cbad2e5af18c30	26cbad2e5af18c30	typed_lua	alert_is_human	exact64	generated_exact	false	table_key;table_value	2	global/sha1_f98d9e2fc26b3f6c.lua	literal:external_2_src-2025-10-10
26ce01bf5684fdf6	26ce01bf5684fdf6	typed_lua	selectionbg	exact64	generated_exact	false	table_key	1	global/sha1_3cca2d4b8e4f2c77.lua	token:external_1_ff_dumps
26ce5c6b715127c1	26ce5c6b715127c1	typed_lua	ret_cer_fourx01_def	exact64	generated_exact	false	require_arg1	1	global/sha1_6c64dad7a70abffa.lua	numeric:sibling
26d3ea846b0765cb	26d3ea846b0765cb	typed_lua	objects	exact64	generated_exact	false	table_key	16	global/sha1_6e6e37a0808b6077.lua	index:global/bo4.csv
26d868f13b3ad7a3	26d868f13b3ad7a3	typed_lua	trialretrypopup	exact64	generated_exact	false	function_argument	1	global/sha1_a8cbda6511458789.lua	literal:external_1_Sourcecode
26df6a3c8cac97aa	26df6a3c8cac97aa	typed_lua	postaddelement	exact64	generated_exact	false	table_key	1	global/sha1_75698bf2e29dc889.lua	target_local:global/sha1_75698bf2e29dc889.lua
26e4975a02dc131a	26e4975a02dc131a	typed_lua	headmodelhighres	exact64	generated_exact	false	table_key	1	global/sha1_ec0c2c197287e47c.lua	token:external_1_Sourcecode
26ecca2904b059f5	26ecca2904b059f5	typed_lua	ret_sat_loot_s25star	exact64	generated_exact	false	function_argument;member_id	2	global/sha1_5e3cf9c1acf4a205.lua	target_local:global/sha1_5e3cf9c1acf4a205.lua
26f77b78b105500e	26f77b78b105500e	typed_lua	bottomlight	exact64	generated_exact	false	table_key;unknown_numeric	2	global/Luafile_e60ca8bdc253f9f.lua	composition:token_pair
26fc6645c8cfe848	26fc6645c8cfe848	typed_lua	lockedimage	exact64	generated_exact	false	table_key	1	global/sha1_026f1db5fec0069a.lua	target_local:global/sha1_026f1db5fec0069a.lua
26fde439a4c1bcaf	26fde439a4c1bcaf	iw_resource	lua_menu/prestige_details	exact64	generated_exact	false	function_argument	1	global/sha1_38fd8c873f853e2e.lua	literal:external_1_iw8-rawfiles
26fdf5a92460b6c4	26fdf5a92460b6c4	typed_lua	arechallengesenabled	exact64	generated_exact	false	table_key	11	global/sha1_0060d4db9425d707.lua	token:external_1_Sourcecode
26fe27aabe72ee4b	26fe27aabe72ee4b	typed_lua	ret_sat_short_10_wc_holorange	exact64	generated_exact	false	function_argument;member_id	2	global/Luafile_31e64681b769cf0.lua	target_local:global/Luafile_31e64681b769cf0.lua
2703fa92fbc5c30f	2703fa92fbc5c30f	typed_lua	movie	exact64	generated_exact	false	table_key	8	global/sha1_1ca3d0fe1b96bd47.lua;global/sha1_249b4cc77e119c05.lua;global/sha1_3ab6488983ae7c7b.lua	index:global/bo4.csv
270588600c398110	270588600c398110	typed_lua	genericroundedrectangle	exact64	generated_exact	false	require_arg1	1	global/sha1_6c64dad7a70abffa.lua	token:lua
270baabe0eb3399e	270baabe0eb3399e	iw_dvar	r_sceneresolutionmultiplier	exact64	exact64	false	function_argument	1	global/sha1_06851fe8929ba652.lua	global/bo7_lua_generated.csv
270e4b2b798a4da3	270e4b2b798a4da3	typed_lua	socialpartybuttonstate	exact64	generated_exact	false	table_key	18	global/sha1_486077fb175e9b38.lua	key:field
270fd57e9b94ff4c	270fd57e9b94ff4c	typed_lua	opengunsmithforcurrentweaponslot	exact64	generated_exact	false	table_key	2	global/sha1_04c9c11b140767b5.lua	target_local:global/sha1_04c9c11b140767b5.lua
2711f99ec16911be	2711f99ec16911be	typed_lua	noplayerslabel	exact64	generated_exact	false	table_key;unknown_numeric	4	global/sha1_b7c0b5a023797c4e.lua	literal:external_1_Sourcecode
2715ed5c08c94bfa	2715ed5c08c94bfa	typed_lua	findamatch	exact64	generated_exact	false	table_key	1	global/sha1_f1e954c349fc8067.lua	literal:external_2_src-2025-10-10
271f6276d4aa04aa	271f6276d4aa04aa	typed_lua	namescontainer	exact64	generated_exact	false	table_key;unknown_numeric	12	global/sha1_195bb08b19a35f81.lua	composition:token_pair
272b7016e3b33454	272b7016e3b33454	typed_lua	ingamegrid	exact64	generated_exact	false	table_key;unknown_numeric	15	global/sha1_5fb5238d17d7e0f7.lua	composition:token_pair
272c11ead8219238	272c11ead8219238	typed_lua	small_size	exact64	generated_exact	false	table_key;table_value	13	global/sha1_c74d90af0a141c33.lua;global/sha1_f20853db85319d27.lua	composition:token_pair
272d66f9f7be792b	272d66f9f7be792b	typed_lua	is_pc	exact64	generated_exact	false	table_key	1	global/sha1_d0b51e1fc801ab37.lua	literal:external_1_blackops6data
2730aefd48d59982	2730aefd48d59982	typed_lua	ui_aar_circle_hit_rank	exact64	generated_exact	false	table_value	1	global/sha1_17990028b674a7ba.lua	literal:external_1_Sourcecode
27371093d0befcf2	27371093d0befcf2	typed_lua	neutralwarmmediumdark	exact64	generated_exact	false	table_key	2	global/sha1_3cca2d4b8e4f2c77.lua	literal:external_1_blackops6data
273c05c0a625ae7b	273c05c0a625ae7b	typed_lua	runtimer	exact64	generated_exact	false	table_key	3	global/sha1_ef12107b2ff26e6e.lua	index:global/bo4.csv
273cc42cf486e40b	273cc42cf486e40b	typed_lua	zombiesbonus	exact64	generated_exact	false	table_key	1	global/sha1_3cca2d4b8e4f2c77.lua	composition:token_pair
273e68f9f7ccefc4	273e68f9f7ccefc4	typed_lua	is_me	exact64	generated_exact	false	table_key;table_value	33	global/sha1_81f527c4677ee865.lua	key:verb
27401db8c1584be1	27401db8c1584be1	typed_lua	perform_hold_action	exact64	generated_exact	false	event;table_value	2	global/sha1_20c43eeaed32c1d3.lua	literal:external_1_Sourcecode
2741eddc5dd52846	2741eddc5dd52846	typed_lua	storebundlecategory	exact64	generated_exact	false	table_key	1	global/sha1_026f1db5fec0069a.lua	target_local:global/sha1_026f1db5fec0069a.lua
27499e7c10d8e2ae	27499e7c10d8e2ae	typed_lua	is_last_used	exact64	generated_exact	false	table_key;table_value	62	global/sha1_00f1913ae15ca575.lua;global/sha1_0568bc25778f5f18.lua;global/sha1_1cb0a844db0f1ff9.lua;global/sha1_1f7ce1ff489d1e06.lua;global/sha1_24af6e191e879d0c.lua;global/sha1_2e6c1f0da4c5a743.lua;global/sha1_423cbea5fe41154d.lua;global/sha1_50a164b1940ac6bb.lua	target_local:global/sha1_2e6c1f0da4c5a743.lua
27542513a193e985	27542513a193e985	typed_lua	skybreakadsdots	exact64	generated_exact	false	function_argument;member_id;require_arg1	3	global/sha1_6c64dad7a70abffa.lua;global/sha1_e750f336028ad811.lua	target_local:global/sha1_e750f336028ad811.lua
275bea23dba20e52	275bea23dba20e52	typed_lua	primary_weapon	exact64	generated_exact	false	table_key;table_value	195	global/sha1_04c9c11b140767b5.lua;global/sha1_07637af7c68a43a1.lua;global/sha1_0b95bba4c9502990.lua;global/sha1_1234e52f5aecd477.lua;global/sha1_1aa6daf8bac05be4.lua;global/sha1_249b4cc77e119c05.lua;global/sha1_2e6c1f0da4c5a743.lua;global/sha1_4610f07b425b109c.lua	target_local:global/sha1_04c9c11b140767b5.lua
27610fd9f11cb130	27610fd9f11cb130	typed_lua	show_armor	exact64	generated_exact	false	table_key;table_value	2	global/sha1_41687ecd2aaf808b.lua	composition:token_pair
276e97acf8d44c9a	276e97acf8d44c9a	iw_resource	loot_mp/item_type_lethal	exact64	generated_exact	false	function_argument;table_value	3	global/sha1_15d75a4300422730.lua	literal:external_1_Sourcecode
277079a8672f1f4c	277079a8672f1f4c	typed_lua	matchstat	exact64	generated_exact	false	table_key	2	global/sha1_b7a03651a00aff32.lua	index:global/bo6.csv
2777aec679640b89	2777aec679640b89	typed_lua	relative_progress	exact64	generated_exact	false	table_key;table_value	4	global/sha1_efa6df4292261f21.lua	key:learned_suffix
277a2578fe9319f2	277a2578fe9319f2	typed_lua	missionisowned	exact64	generated_exact	false	table_key	2	global/sha1_ec0c2c197287e47c.lua	key:learned_prefix
277a94980061c2b3	277a94980061c2b3	typed_lua	getisfavorite	exact64	generated_exact	false	table_key	3	global/sha1_04cc13baac3d49ac.lua	key:verb
277ab37cd83b3f91	277ab37cd83b3f91	typed_lua	squadpink	exact64	generated_exact	false	table_key	2	global/sha1_3cca2d4b8e4f2c77.lua;global/sha1_462428b4f135e8df.lua	composition:token_pair
27820acaf7270b74	27820acaf7270b74	typed_lua	isdropzonepublicmatch	exact64	generated_exact	false	table_key	2	global/Luafile_73204b305289024.lua	token:external_1_Sourcecode
2788592ba65e06ad	2788592ba65e06ad	typed_lua	issuperpower	exact64	generated_exact	false	table_key	1	global/sha1_15d75a4300422730.lua	index:global/mwiii.csv
278afdad6e09fec3	278afdad6e09fec3	typed_lua	player_not_whisperable	exact64	generated_exact	false	table_key	3	global/sha1_fa5d5c3af87efa28.lua	token:external_1_Sourcecode
278e08fcd39d558b	278e08fcd39d558b	typed_lua	sectorv2complete01	exact64	generated_exact	false	table_key	5	global/sha1_3cca2d4b8e4f2c77.lua	token:external_1_Sourcecode
278e3469d7494f63	278e3469d7494f63	typed_lua	triggerlayoutpreview	exact64	generated_exact	false	function_argument;require_arg1	3	global/sha1_06851fe8929ba652.lua;global/sha1_6c64dad7a70abffa.lua	target_local:global/sha1_06851fe8929ba652.lua
2792b7f52ad7cc62	2792b7f52ad7cc62	typed_lua	getdesc	exact64	generated_exact	false	table_key	40	global/Luafile_73204b305289024.lua;global/sha1_04c9c11b140767b5.lua;global/sha1_15d75a4300422730.lua;global/sha1_1a1c6ba11b7dfe49.lua;global/sha1_249b4cc77e119c05.lua;global/sha1_2becab955fa98bc3.lua;global/sha1_331f79f93ba34c89.lua;global/sha1_4ffa8104d2167926.lua	target_local:global/sha1_8d1fa7731e023b64.lua
27932f48b409ae23	27932f48b409ae23	bo6_omnvar	training_course_is_in_preview	exact64	generated_exact	false	function_argument	1		cell:stringtable
27a0fed2c5a82657	27a0fed2c5a82657	typed_lua	hidewarning	exact64	generated_exact	false	table_key;unknown_numeric	10	global/Luafile_ef31607dc6156c8.lua;global/sha1_105a637b0a068928.lua;global/sha1_9f20948875e820df.lua	index:global/bo6.csv
27a60592fe1c6e8d	27a60592fe1c6e8d	typed_lua	ret_cer_loot_s2ghillie_therm	exact64	generated_exact	false	require_arg1	1	global/sha1_6c64dad7a70abffa.lua	token:lua
27a97b7c3f5692ca	27a97b7c3f5692ca	typed_lua	reward_string	exact64	generated_exact	false	table_key;table_value	4	global/sha1_9e7121a9db576f24.lua	composition:token_pair
27adc2f703f5dd5c	27adc2f703f5dd5c	typed_lua	total_essence	exact64	generated_exact	false	table_key;table_value	2	global/sha1_85d84ab02d099ede.lua	index:global/bo6.csv
27b15eace42f2c9b	27b15eace42f2c9b	typed_lua	colorblindprotanopiacolor	exact64	generated_exact	false	table_key	1	global/sha1_3cca2d4b8e4f2c77.lua	source:global/sha1_95b5f634e9041b33.lua
27b6f492e68a4fea	27b6f492e68a4fea	typed_lua	ret_sat_med_07_mp_fourx01	exact64	generated_exact	false	function_argument;member_id	2	global/sha1_573ca8884d587dad.lua	target_local:global/sha1_573ca8884d587dad.lua
27b737ab3928868a	27b737ab3928868a	iw_resource	ui.generated.widgets.genericdropdownbackground	exact64	generated_exact	false	require_arg0	1	global/sha1_0fe6fa22ae810442.lua	literal:external_1_Sourcecode
27c5c54e8e516c5a	27c5c54e8e516c5a	typed_lua	bundleimage	exact64	generated_exact	false	table_key;unknown_numeric	4	global/sha1_3b2379ae6f046763.lua	composition:token_pair
27cf8f1b1b5c1e52	27cf8f1b1b5c1e52	typed_lua	isinfocus	exact64	generated_exact	false	table_key	3	global/Luafile_3c8f96b6ef2171e.lua;global/sha1_411410c112c44078.lua;global/sha1_b91cc62e22348892.lua	target_local:global/Luafile_3c8f96b6ef2171e.lua
27de2682407ec003	27de2682407ec003	typed_lua	limitedtimebundletab	exact64	generated_exact	false	table_key	1	global/sha1_3cca2d4b8e4f2c77.lua	token:external_1_Sourcecode
27e1050aee56f92d	27e1050aee56f92d	typed_lua	item_rewards	exact64	generated_exact	false	table_key;table_value	103	global/sha1_71eb9f11b454cccb.lua;global/sha1_8bf9b6026068a133.lua	index:global/mwiii.csv
27ec2a960f235977	27ec2a960f235977	typed_lua	ui_hilite_gunscreen_bcai_bundle	exact64	generated_exact	false	table_value	1	global/sha1_17990028b674a7ba.lua	literal:external_2_src-2025-10-10
27eec09cff526fa7	27eec09cff526fa7	typed_lua	maxstreak	exact64	generated_exact	false	table_key	1	global/sha1_f1e954c349fc8067.lua	index:global/bo6.csv
27f62dda0b8b9f0e	27f62dda0b8b9f0e	iw_resource	lua_menu/charm_select_title	exact64	generated_exact	false	model	21	global/sha1_129ef38c19fffc1f.lua	literal:external_1_Sourcecode
27f6fabf9900b714	27f6fabf9900b714	typed_lua	instantrewardschallengeref	exact64	generated_exact	false	table_key	1	global/sha1_026f1db5fec0069a.lua	target_local:global/sha1_026f1db5fec0069a.lua
2805be481fd80e1c	2805be481fd80e1c	typed_lua	reticleholotherm01penumbra	exact64	generated_exact	false	function_argument;member_id;require_arg1	3	global/Luafile_c4b20e8acf4eb2d.lua;global/sha1_6c64dad7a70abffa.lua	target_local:global/Luafile_c4b20e8acf4eb2d.lua
280b174d0f3da257	280b174d0f3da257	typed_lua	unlock_count_string	exact64	generated_exact	false	table_key;table_value	8	global/sha1_08a85dd559670c5f.lua	key:learned_suffix
280e25dd3ca205d4	280e25dd3ca205d4	typed_lua	zm_rb_survival	exact64	generated_exact	false	unknown_numeric	1	global/sha1_411410c112c44078.lua	index_component:global/bo7.csv
28117e97b594d6dd	28117e97b594d6dd	typed_lua	skin_unlock_count	exact64	generated_exact	false	table_key;table_value	6	global/sha1_3e053f52865da9c0.lua	key:learned_prefix
2812d1564f99850c	2812d1564f99850c	typed_lua	ret_sat_loot_s5retrocab_thermscope	exact64	generated_exact	false	function_argument;member_id	2	global/Luafile_d627ddff110d431.lua	target_local:global/Luafile_d627ddff110d431.lua
28276deb42991622	28276deb42991622	typed_lua	israidlfpenabled	exact64	generated_exact	false	table_key	1	global/sha1_411410c112c44078.lua	token:external_1_Sourcecode
28318a3adaaf6846	28318a3adaaf6846	bo6_omnvar	ui_loadouteconomymanager_showcatalogprompt	exact64	generated_exact	false	function_argument	1		cell:stringtable
283470ea90cc93a7	283470ea90cc93a7	typed_lua	jadebody	exact64	generated_exact	false	table_key	1	global/sha1_3cca2d4b8e4f2c77.lua	composition:token_pair
283c7aebde5a33b6	283c7aebde5a33b6	iw_resource	ui.generated.widgets.ingame.reticles.reticledmscope01	exact64	generated_exact	false	require_arg0	1	global/sha1_6c64dad7a70abffa.lua	literal:external_1_Sourcecode
283ce5c2291c3d49	283ce5c2291c3d49	typed_lua	legal_summary	exact64	generated_exact	false	table_key	2	global/sha1_4713aa4496ba1719.lua	local:source_resolved
2840a842fecdfeb4	2840a842fecdfeb4	typed_lua	rightpin	exact64	generated_exact	false	table_key;unknown_numeric	5	global/sha1_5aa45e41911b5c42.lua	composition:token_pair
2841bbc596d72207	2841bbc596d72207	typed_lua	iter	exact64	generated_exact	false	table_key	12	global/sha1_04c9c11b140767b5.lua;global/sha1_05bc32385144d366.lua;global/sha1_411410c112c44078.lua;global/sha1_4713aa4496ba1719.lua;global/sha1_486077fb175e9b38.lua;global/sha1_4f7e1bc1936bee46.lua;global/sha1_55739b55a4df101a.lua;global/sha1_658be19f4f36d685.lua	index:global/mwiii.csv
28440b47739a14da	28440b47739a14da	typed_lua	legacyscope	exact64	generated_exact	false	animation	1	global/sha1_4ce651b8610212dd.lua	composition:token_pair
2845f033929ed15e	2845f033929ed15e	typed_lua	verypalecyan	exact64	generated_exact	false	table_key	5	global/sha1_3cca2d4b8e4f2c77.lua	token:external_1_Sourcecode
284d14e89f8d1b17	284d14e89f8d1b17	typed_lua	supermeternormalfill	exact64	generated_exact	false	table_key	1	global/sha1_3cca2d4b8e4f2c77.lua	token:external_1_Sourcecode
284dee26a22b683d	284dee26a22b683d	typed_lua	getoverlay	exact64	generated_exact	false	table_key	2	global/sha1_e625faa35f6e53cd.lua	index:global/bo6.csv
284edbbedb75b271	284edbbedb75b271	typed_lua	hideunreadcount	exact64	generated_exact	false	table_value	1	global/sha1_8a626e073949777f.lua	target_local:global/sha1_8a626e073949777f.lua
284f5bce869d09d8	284f5bce869d09d8	typed_lua	bindingicontext	exact64	generated_exact	false	table_key	109	global/sha1_f6e1053550e13945.lua	literal:external_1_Sourcecode
28572aa1432e0304	28572aa1432e0304	typed_lua	equiprandomoperator	exact64	generated_exact	false	table_key	3	global/sha1_2f1d678f280597a0.lua	key:learned_prefix
2858fc6d8ee26029	2858fc6d8ee26029	iw_resource	lua_menu_mp/progress_total	exact64	generated_exact	false	function_argument	2	global/sha1_04c9c11b140767b5.lua	literal:lua
285bd00dcf12ed86	285bd00dcf12ed86	typed_lua	codgray	exact64	generated_exact	false	table_key	3	global/sha1_3cca2d4b8e4f2c77.lua	token:external_1_Sourcecode
285d8d671fd56b4e	285d8d671fd56b4e	typed_lua	selflosefocus	exact64	generated_exact	false	table_key	3	global/sha1_069bb365edc17e0f.lua	token:external_3_t7-lua
285f3e7ca292e471	285f3e7ca292e471	typed_lua	singleactionkbm	exact64	generated_exact	false	animation;table_key;unknown_numeric	10	global/sha1_14cd4443886edc28.lua	literal:external_1_Sourcecode
2865aa375deefcd0	2865aa375deefcd0	typed_lua	player_settings	exact64	generated_exact	false	table_key	123	global/Luafile_ef31607dc6156c8.lua;global/sha1_06851fe8929ba652.lua;global/sha1_069bb365edc17e0f.lua;global/sha1_0a6a72203e773bf7.lua;global/sha1_159b9ecdf6c86056.lua;global/sha1_3c2e7694bd5dc300.lua;global/sha1_426a715c718e16e3.lua;global/sha1_4edb8549fc0b498c.lua	index:global/bo6sp.csv
2867cf82b43c7b83	2867cf82b43c7b83	iw_resource	ui.generated.widgets.ingame.reticles.reticleshscope02	exact64	generated_exact	false	require_arg0	1	global/sha1_6c64dad7a70abffa.lua	literal:external_1_Sourcecode
2867d082b43c7d36	2867d082b43c7d36	iw_resource	ui.generated.widgets.ingame.reticles.reticleshscope01	exact64	generated_exact	false	require_arg0	1	global/sha1_6c64dad7a70abffa.lua	literal:external_1_Sourcecode
28732ad8cf1c32f0	28732ad8cf1c32f0	typed_lua	ret_cer_loot_s4versus	exact64	generated_exact	false	function_argument;member_id;require_arg1	3	global/Luafile_2b74e354a739df4.lua;global/sha1_6c64dad7a70abffa.lua	target_local:global/Luafile_2b74e354a739df4.lua
287a2c803fcc8042	287a2c803fcc8042	typed_lua	gamepaddescription	exact64	generated_exact	false	table_key	1	global/sha1_15d75a4300422730.lua	index:global/bo7.csv
2881fdb79b4d85ef	2881fdb79b4d85ef	typed_lua	openblockedplayerspanel	exact64	generated_exact	false	table_key	3	global/sha1_06851fe8929ba652.lua;global/sha1_486077fb175e9b38.lua;global/sha1_d929840c621ebc9d.lua	target_local:global/sha1_d929840c621ebc9d.lua
2883c71c15468605	2883c71c15468605	typed_lua	pausegameaction	exact64	generated_exact	false	table_key	3	global/sha1_063120b4335283c5.lua	key:learned_suffix
288a3a087f92cc05	288a3a087f92cc05	typed_lua	specialchallengetitle	exact64	generated_exact	false	table_key	1	global/sha1_026f1db5fec0069a.lua	target_local:global/sha1_026f1db5fec0069a.lua
288da013511aacda	288da013511aacda	typed_lua	editenabled	exact64	generated_exact	false	unknown_numeric	1	global/sha1_4f7e1bc1936bee46.lua	key:field
288f48b7f994cb48	288f48b7f994cb48	typed_lua	reticleoutercirclemgolf36	exact64	generated_exact	false	require_arg1	1	global/sha1_6c64dad7a70abffa.lua	literal:external_1_Sourcecode
289363527cd98855	289363527cd98855	bo6_omnvar	ui_zm_current_quest_step_time	exact64	generated_exact	false	function_argument	1		cell:stringtable
2898178ff2a20280	2898178ff2a20280	typed_lua	mossstone	exact64	generated_exact	false	table_key	2	global/sha1_3cca2d4b8e4f2c77.lua;global/sha1_462428b4f135e8df.lua	composition:token_pair
28a3f45be2cc2690	28a3f45be2cc2690	typed_lua	keybindpreset_updatedvisual	exact64	generated_exact	false	table_value	1	global/sha1_06851fe8929ba652.lua	literal:external_1_Sourcecode
28a82dad829cc6a7	28a82dad829cc6a7	typed_lua	alert_has_token_redeploy	exact64	generated_exact	false	table_key;table_value	2	global/sha1_f98d9e2fc26b3f6c.lua	literal:external_2_src-2025-10-10
28b1846b86779b25	28b1846b86779b25	typed_lua	attachmentdefault	exact64	generated_exact	false	table_key	1	global/sha1_3cca2d4b8e4f2c77.lua	composition:token_pair
28b85ddbe92cae06	28b85ddbe92cae06	typed_lua	weeklychallengessecondary	exact64	generated_exact	false	table_key	1	global/sha1_3cca2d4b8e4f2c77.lua	token:external_1_Sourcecode
28c399d0f4dba5cc	28c399d0f4dba5cc	iw_resource	reticledata:	exact64	generated_exact	false	function_argument;unknown_numeric	3	global/sha1_04c9c11b140767b5.lua	literal:external_2_src-2025-10-10
28c4ece43d60e429	28c4ece43d60e429	typed_lua	disableddescription	exact64	generated_exact	false	table_key	17	global/sha1_06851fe8929ba652.lua	target_local:global/sha1_06851fe8929ba652.lua
28ca76d42113c1af	28ca76d42113c1af	iw_resource	options/amd_fidelity_fx	exact64	generated_exact	false	function_argument	1	global/Luafile_ef31607dc6156c8.lua	literal:external_1_Sourcecode
28cbbe5f25353808	28cbbe5f25353808	typed_lua	isshooting	exact64	generated_exact	false	table_key;table_value	2	global/sha1_23d2c310e451620b.lua	target_local:global/sha1_23d2c310e451620b.lua
28cccfbdbd242cbc	28cccfbdbd242cbc	typed_lua	equipcamocommand	exact64	generated_exact	false	table_key	3	global/sha1_00f1913ae15ca575.lua	key:learned_suffix
